1/4/23 14:51,DEV_00021,624.8,149.7,12.48
1/11/23 12:15,DEV_00022,619.5,164.3,65.44
1/5/23 19:24,DEV_00021,438.6,125.9,10.71
1/1/23 12:56,DEV_00021,,145.8,16.21
1/10/23 12:15,DEV_00022,619.5,164.3,45.44
1/4/23 15:25,DEV_00021,600.2,162.3,18.13
1/4/23 17:41,DEV_00021,480.4,126.3,13.68
1/9/23 12:15,DEV_00022,619.5,164.3,55.44
2/9/23 12:15,DEV_00022,619.5,164.3,55.44
1/4/23 7:39,DEV_00021,460.5,128.6,10.98
1/2/23 1:37,DEV_00021,609.5,155.2,12.41
1/7/23 19:56,DEV_00021,423.8,139.8,12.78
1/9/23 12:15,DEV_00021,619.5,164.3,15.44
1/7/23 19:31,DEV_00021,427.6,193.4,8.63
