2024-01-01,DEV_00001,30.97
2024-01-24,DEV_00079,11.68
2024-01-19,DEV_00049,14.89
2024-01-31,DEV_00015,25.96
2024-01-22,DEV_00018,30.1
2024-01-13,DEV_00061,6.25
2024-01-31,DEV_00001,29.11
2024-01-20,DEV_00104,13.19
2024-01-04,DEV_00057,9.17
2024-01-27,DEV_00113,45.92
2024-01-28,DEV_00155,60.45
2024-01-14,DEV_00024,11.08
2024-01-16,DEV_00178,11.5
2024-01-13,DEV_00094,3.45
2024-01-21,DEV_00128,12.48
2024-01-04,DEV_00152,16.24
2024-01-16,DEV_00163,8.44
2024-01-27,DEV_00030,8.03
2024-01-31,DEV_00044,20.66
2024-01-08,DEV_00057,18.55
2024-01-14,DEV_00027,17.59
2024-01-17,DEV_00081,17.66
2024-01-31,DEV_00001,10.43
2024-01-26,DEV_00148,25.18
2024-01-01,DEV_00199,14.94
2024-01-29,DEV_00098,30.92
2024-01-05,DEV_00075,18.81
2024-01-13,DEV_00057,12.87
2024-01-05,DEV_00171,19.17
2024-01-06,DEV_00002,9.31
2024-01-12,DEV_00140,25.51
2024-01-07,DEV_00054,11.16
2024-01-08,DEV_00041,114.91
2024-01-11,DEV_00078,7.03
2024-01-15,DEV_00145,24.55
2024-01-07,DEV_00170,19.04
2024-01-17,DEV_00068,131.37
2024-01-19,DEV_00189,3.85
2024-01-07,DEV_00070,9.03
2024-01-08,DEV_00071,30.3
2024-01-07,DEV_00084,7.91
2024-01-01,DEV_00089,21.02
2024-01-23,DEV_00043,12.03
2024-01-09,DEV_00125,5.99
2024-01-14,DEV_00119,9.67
2024-01-23,DEV_00017,40.63
2024-01-30,DEV_00120,37.61
2024-01-19,DEV_00176,60.11
2024-01-21,DEV_00056,15.61
2024-01-05,DEV_00073,4.4
2024-01-31,DEV_00008,23.74
2024-01-22,DEV_00079,15.76
2024-01-08,DEV_00058,6.92
2024-01-10,DEV_00031,75.38
2024-01-23,DEV_00184,51.6
2024-01-12,DEV_00141,11.71
2024-01-28,DEV_00087,22.5
2024-01-06,DEV_00115,57.42
2024-01-31,DEV_00169,16.96
2024-01-27,DEV_00180,20.43
2024-01-21,DEV_00136,10.41
2024-01-03,DEV_00145,36.47
2024-01-12,DEV_00115,5.4
2024-01-05,DEV_00168,29.73
2024-01-31,DEV_00075,15.43
2024-01-30,DEV_00173,21.56
2024-01-31,DEV_00200,10.25
2024-01-12,DEV_00083,11.22
2024-01-09,DEV_00044,23.9
2024-01-09,DEV_00010,10.74
2024-01-01,DEV_00140,15.32
2024-01-30,DEV_00026,15.88
2024-01-05,DEV_00103,57.44
2024-01-08,DEV_00020,13.13
2024-01-04,DEV_00104,31.36
2024-01-10,DEV_00086,10.82
2024-01-31,DEV_00051,11.74
2024-01-12,DEV_00169,29.57
2024-01-07,DEV_00058,19.65
2024-01-04,DEV_00195,16.66
2024-01-27,DEV_00113,27.84
2024-01-08,DEV_00096,9.44
2024-01-02,DEV_00154,10.19
2024-01-16,DEV_00166,14.98
2024-01-24,DEV_00129,10.43
2024-01-14,DEV_00111,17.88
2024-01-15,DEV_00037,34.06
2024-01-04,DEV_00009,38.96
2024-01-19,DEV_00145,11.86
2024-01-12,DEV_00107,25.77
2024-01-27,DEV_00163,39.83
2024-01-13,DEV_00142,8.2
2024-01-20,DEV_00013,87.98
2024-01-05,DEV_00068,24.09
2024-01-29,DEV_00048,3.16
2024-01-07,DEV_00101,28.03
2024-01-28,DEV_00153,21.65
2024-01-23,DEV_00097,8.98
2024-01-30,DEV_00043,19.08
2024-01-08,DEV_00184,14.37
2024-01-17,DEV_00132,10.35
2024-01-17,DEV_00024,5.03
2024-01-06,DEV_00042,18.13
2024-01-05,DEV_00003,34.92
2024-01-13,DEV_00098,6.76
2024-01-24,DEV_00042,35.78
2024-01-02,DEV_00097,14.05
2024-01-30,DEV_00051,12.33
2024-01-17,DEV_00022,9.42
2024-01-08,DEV_00018,10.19
2024-01-02,DEV_00135,5.97
2024-01-29,DEV_00176,11.2
2024-01-12,DEV_00010,43.39
2024-01-11,DEV_00195,73.43
2024-01-07,DEV_00149,37.7
2024-01-08,DEV_00101,6.43
2024-01-13,DEV_00002,2.48
2024-01-21,DEV_00107,66.35
2024-01-24,DEV_00115,52.7
2024-01-02,DEV_00016,22.62
2024-01-06,DEV_00166,5.57
2024-01-10,DEV_00120,28.98
2024-01-15,DEV_00032,24.29
2024-01-08,DEV_00173,26.52
2024-01-19,DEV_00066,20.13
2024-01-02,DEV_00161,5.88
2024-01-14,DEV_00021,33.24
2024-01-09,DEV_00188,21.66
2024-01-05,DEV_00004,14.94
2024-01-05,DEV_00078,22.31
2024-01-25,DEV_00017,33.7
2024-01-03,DEV_00115,64.56
2024-01-10,DEV_00039,55.18
2024-01-31,DEV_00040,6.75
2024-01-07,DEV_00098,24.59
2024-01-23,DEV_00009,65.52
2024-01-11,DEV_00026,7.54
2024-01-26,DEV_00141,15.18
2024-01-15,DEV_00143,48.13
2024-01-05,DEV_00117,11.54
2024-01-11,DEV_00185,8.76
2024-01-21,DEV_00003,16.74
2024-01-06,DEV_00012,51.71
2024-01-18,DEV_00144,20.02
2024-01-01,DEV_00005,10.14
2024-01-04,DEV_00021,54.34
2024-01-06,DEV_00197,48.12
2024-01-16,DEV_00101,5.52
2024-01-29,DEV_00098,9.14
2024-01-16,DEV_00059,37.66
2024-01-17,DEV_00049,26.96
2024-01-27,DEV_00064,46.7
2024-01-22,DEV_00054,1.69
2024-01-20,DEV_00166,22.48
2024-01-13,DEV_00098,25.16
2024-01-24,DEV_00171,50.89
2024-01-04,DEV_00070,87.8
2024-01-22,DEV_00117,49.96
2024-01-02,DEV_00075,39.88
2024-01-16,DEV_00143,16.92
2024-01-21,DEV_00185,26.59
2024-01-01,DEV_00159,24.51
2024-01-15,DEV_00178,10.64
2024-01-16,DEV_00028,15
2024-01-20,DEV_00156,9.86
2024-01-17,DEV_00039,10.31
2024-01-27,DEV_00182,8.5
2024-01-21,DEV_00073,33.08
2024-01-26,DEV_00160,17.04
2024-01-28,DEV_00183,12.82
2024-01-14,DEV_00168,25.04
2024-01-23,DEV_00126,42.62
2024-01-10,DEV_00174,19.51
2024-01-01,DEV_00012,14.79
2024-01-15,DEV_00151,17.32
2024-01-31,DEV_00081,19.88
2024-01-29,DEV_00159,28.22
2024-01-14,DEV_00064,81.51
2024-01-10,DEV_00102,16.69
2024-01-06,DEV_00191,9.9
2024-01-08,DEV_00085,6.94
2024-01-19,DEV_00006,25.79
2024-01-16,DEV_00049,12.3
2024-01-07,DEV_00124,17.34
2024-01-26,DEV_00009,35.45
2024-01-27,DEV_00015,9.65
2024-01-30,DEV_00098,11.97
2024-01-21,DEV_00091,4
2024-01-16,DEV_00179,25.54
2024-01-17,DEV_00159,103.32
2024-01-18,DEV_00166,20.09
2024-01-19,DEV_00132,5.95
2024-01-11,DEV_00025,5.19
